Q1,Q2,Q3,Q4,Q5,Q6_encoded,Avg_EAR,Std_EAR,Avg_MAR,Std_MAR,Positive_Percent,Neutral_Percent,Negative_Percent,Sentiment_Pos,Sentiment_Neu,Sentiment_Neg,Sentiment_Comp
Rarely,Sometimes,Sometimes,Sometimes,Sometimes,1.3380451549677286,0.34,0.0198,0.1027,0.0169,40.28,24.73,35.0,0.26,0.74,0.0,0.7388
Never,Never,Never,Always,Often,0.10478683412825918,0.3274,0.0174,0.0626,0.0192,25.48,62.95,11.57,0.25,0.75,0.0,0.7258
Rarely,Never,Never,Always,Often,0.09676705556542098,0.2612,0.0225,0.0798,0.0139,24.92,75.08,0.0,0.14,0.86,0.0,0.392
Often,Sometimes,Often,Never,Never,3.326788174703094,0.3235,0.0292,0.1193,0.019,0.0,52.17,47.83,0.0,0.96,0.04,-0.1039
Rarely,Never,Never,Often,Often,1.0922832398912496,0.2987,0.0201,0.0838,0.0195,9.4,48.84,41.76,0.14,0.86,0.0,0.3966
Sometimes,Sometimes,Rarely,Rarely,Sometimes,2.0723150649552617,0.312,0.0251,0.1584,0.0178,29.57,55.84,14.58,0.15,0.85,0.0,0.4223
Sometimes,Sometimes,Sometimes,Often,Often,1.1949022943550922,0.2877,0.0119,0.099,0.0157,37.48,59.58,2.95,0.2,0.8,0.0,0.5793
Always,Always,Always,Never,Never,3.762716980461362,0.3101,0.0248,0.1266,0.0115,7.28,60.38,32.35,0.0,0.65,0.35,-1.0
Rarely,Rarely,Rarely,Often,Often,1.037187035463095,0.2708,0.0177,0.0891,0.0105,9.09,75.97,14.93,0.02,0.98,0.0,0.0643
Sometimes,Sometimes,Sometimes,Often,Rarely,1.7186272509557403,0.3822,0.0259,0.1471,0.0179,24.25,66.74,9.0,0.0,0.98,0.02,-0.0556
Always,Often,Often,Rarely,Rarely,3.4909210019384074,0.2939,0.0168,0.188,0.0165,5.55,50.82,43.63,0.0,0.87,0.13,-0.3654
Often,Often,Always,Never,Rarely,3.3677342671672346,0.3195,0.0251,0.1695,0.0133,8.7,32.9,58.4,0.0,0.65,0.35,-1.0
Rarely,Never,Never,Often,Often,0.7444056713851093,0.3331,0.0197,0.1041,0.0159,37.95,58.87,3.19,0.35,0.65,0.0,1.0
Often,Often,Often,Rarely,Rarely,3.2105732391828417,0.2771,0.0289,0.1802,0.013,10.72,54.54,34.74,0.16,0.84,0.0,0.4628
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1.8327475469515706,0.2359,0.0226,0.0783,0.0141,47.23,47.44,5.32,0.0,0.75,0.25,-0.7129
Rarely,Rarely,Rarely,Sometimes,Sometimes,1.9318754883414209,0.2863,0.0233,0.1895,0.0117,3.89,73.39,22.72,0.06,0.94,0.0,0.1644
Never,Rarely,Never,Sometimes,Always,0.5339198896637751,0.3988,0.0122,0.1078,0.012,22.09,50.15,27.76,0.35,0.65,0.0,1.0
Never,Never,Never,Always,Always,0.3224060550284986,0.276,0.0239,0.1298,0.0123,27.44,69.47,3.1,0.07,0.93,0.0,0.2054
Often,Sometimes,Often,Rarely,Rarely,2.9117572278950608,0.3447,0.0131,0.1592,0.0171,10.58,51.0,38.42,0.0,0.86,0.14,-0.3909
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1.985844609421199,0.2991,0.0269,0.1004,0.0139,14.76,49.65,35.59,0.0,0.78,0.22,-0.6382
Sometimes,Sometimes,Sometimes,Often,Sometimes,1.7474028104607182,0.3017,0.026,0.1548,0.0156,35.68,43.71,20.61,0.03,0.97,0.0,0.0859
Always,Often,Sometimes,Rarely,Rarely,2.918032914609587,0.3549,0.0249,0.1235,0.0157,28.37,43.15,28.49,0.0,0.79,0.21,-0.5865
Often,Sometimes,Sometimes,Rarely,Never,3.062051595964439,0.2624,0.0177,0.1334,0.0129,0.0,67.04,32.96,0.0,0.68,0.32,-0.9173
Never,Rarely,Rarely,Often,Often,0.6356326706774142,0.2987,0.0182,0.076,0.0171,15.6,84.4,0.0,0.02,0.98,0.0,0.048
Rarely,Sometimes,Sometimes,Sometimes,Sometimes,2.440900597910565,0.3039,0.023,0.1269,0.0158,10.37,79.5,10.13,0.0,0.92,0.08,-0.2172
Never,Never,Rarely,Always,Often,0.5414163291107421,0.3436,0.0265,0.0853,0.0132,39.2,40.44,20.36,0.04,0.96,0.0,0.1036
Often,Always,Often,Rarely,Sometimes,3.0055003441161827,0.3029,0.0107,0.0256,0.0188,5.99,63.01,31.0,0.0,0.96,0.04,-0.1092
Sometimes,Often,Often,Rarely,Rarely,2.627820625068558,0.2693,0.0235,0.1362,0.0149,2.78,63.33,33.89,0.0,0.87,0.13,-0.3757
Always,Often,Always,Rarely,Never,3.826458484333832,0.2633,0.0281,0.154,0.0109,9.07,43.16,47.76,0.0,0.73,0.27,-0.7691
Never,Never,Rarely,Often,Always,0.2758320654256847,0.3116,0.0249,0.1435,0.0123,38.85,55.55,5.6,0.0,0.89,0.11,-0.321
Rarely,Never,Never,Always,Sometimes,0.22821888460501727,0.2723,0.0188,0.1733,0.0134,57.95,32.38,9.67,0.31,0.69,0.0,0.8759
Rarely,Rarely,Rarely,Always,Often,1.1287482987728006,0.2979,0.0104,0.1443,0.0158,8.84,88.81,2.35,0.03,0.97,0.0,0.0752
Rarely,Rarely,Never,Often,Often,1.0468227349436239,0.3369,0.0159,0.0789,0.0186,20.22,69.79,9.99,0.12,0.88,0.0,0.354
Rarely,Rarely,Rarely,Sometimes,Often,0.9879151962879993,0.2755,0.0161,0.1167,0.014,29.37,61.18,9.45,0.1,0.9,0.0,0.2744
Always,Often,Always,Never,Rarely,3.6250183220841468,0.3701,0.0184,0.1428,0.0132,1.55,68.86,29.58,0.0,0.65,0.35,-1.0
Never,Sometimes,Rarely,Often,Always,0.9981847993980244,0.2697,0.0247,0.0888,0.0102,2.95,73.74,23.32,0.04,0.96,0.0,0.1016
Rarely,Sometimes,Sometimes,Often,Often,1.087798904514524,0.2757,0.0211,0.1771,0.0184,26.8,58.48,14.72,0.08,0.92,0.0,0.2249
Often,Often,Often,Rarely,Rarely,3.037593049671855,0.2588,0.0272,0.0982,0.0108,11.71,37.62,50.67,0.08,0.92,0.0,0.2148
Rarely,Sometimes,Sometimes,Sometimes,Often,1.79895936980216,0.3327,0.0147,0.089,0.0152,7.8,65.34,26.86,0.17,0.83,0.0,0.4816
Often,Often,Often,Rarely,Rarely,3.106842227820725,0.2486,0.02,0.1188,0.0121,1.61,54.58,43.81,0.0,0.94,0.06,-0.1613
Rarely,Never,Never,Often,Often,0.26146463025754096,0.2178,0.0159,0.1607,0.0131,32.4,67.6,0.0,0.3,0.7,0.0,0.8702
Often,Often,Sometimes,Often,Sometimes,1.9502847746935372,0.2488,0.0269,0.0921,0.0102,42.21,53.38,4.4,0.33,0.67,0.0,0.9335
Never,Rarely,Never,Always,Always,0.13445440073313053,0.3746,0.0118,0.0906,0.0189,26.65,72.8,0.54,0.1,0.9,0.0,0.2727
Never,Never,Rarely,Often,Often,0.2506128138214181,0.3742,0.0106,0.1183,0.0102,37.9,43.64,18.45,0.35,0.65,0.0,1.0
Often,Often,Often,Never,Rarely,3.625749813377644,0.3085,0.0195,0.1638,0.0134,21.68,22.15,56.16,0.0,0.88,0.12,-0.3456
Rarely,Never,Rarely,Always,Always,0.5569814844703807,0.3306,0.0143,0.1351,0.0156,36.96,63.04,0.0,0.29,0.71,0.0,0.8161
Often,Sometimes,Rarely,Rarely,Sometimes,2.1296827291008684,0.2814,0.0206,0.1362,0.0195,5.03,52.55,42.41,0.13,0.87,0.0,0.3632
Sometimes,Rarely,Rarely,Often,Often,1.6443824104028262,0.2803,0.0285,0.1077,0.0159,13.25,37.89,48.87,0.05,0.95,0.0,0.1528
Rarely,Sometimes,Rarely,Always,Sometimes,1.3893733050353707,0.3511,0.0241,0.033,0.019,9.65,77.09,13.26,0.0,0.81,0.19,-0.5528
Often,Always,Always,Never,Never,3.59933338274909,0.2796,0.0151,0.1378,0.0162,3.19,39.37,57.44,0.0,0.83,0.17,-0.4888
Never,Never,Rarely,Always,Always,0.087293587101958,0.3534,0.0211,0.1304,0.0183,27.62,72.38,0.0,0.24,0.76,0.0,0.6803
Often,Sometimes,Often,Sometimes,Rarely,2.6551587447023564,0.3047,0.0171,0.0822,0.0173,2.73,68.76,28.51,0.0,0.75,0.25,-0.7028
Always,Always,Always,Rarely,Never,3.8535777368542017,0.2832,0.0256,0.1011,0.0127,0.0,68.56,31.44,0.0,0.73,0.27,-0.7809
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2.2406727338473678,0.2691,0.0125,0.1614,0.0163,8.86,68.51,22.64,0.02,0.98,0.0,0.0695
Always,Always,Always,Never,Never,3.7472898481323673,0.2838,0.0268,0.095,0.0138,1.98,38.69,59.33,0.0,0.86,0.14,-0.392
Rarely,Never,Rarely,Often,Often,0.20903151714409507,0.3221,0.0122,0.0763,0.0149,66.46,22.56,10.98,0.35,0.65,0.0,1.0
Rarely,Sometimes,Rarely,Often,Often,1.6751732762966456,0.3076,0.0173,0.0587,0.0192,47.26,34.78,17.96,0.35,0.65,0.0,1.0
Rarely,Never,Sometimes,Always,Sometimes,1.0406311638482046,0.3007,0.0114,0.1141,0.0178,41.85,15.66,42.49,0.2,0.8,0.0,0.5609
Always,Often,Often,Rarely,Sometimes,2.923283859922919,0.2812,0.0106,0.1606,0.0163,0.0,67.44,32.56,0.0,0.77,0.23,-0.6471
Always,Often,Often,Never,Rarely,3.9251883619889867,0.2518,0.0168,0.1534,0.0101,0.0,39.4,60.6,0.0,0.68,0.32,-0.9105
Often,Sometimes,Rarely,Often,Always,1.0261202497769912,0.2692,0.0282,0.1158,0.0113,30.05,57.15,12.79,0.0,0.9,0.1,-0.2816
Often,Sometimes,Often,Rarely,Rarely,2.616698405896298,0.2117,0.0266,0.0542,0.0149,2.08,74.98,22.93,0.11,0.89,0.0,0.3242
Rarely,Rarely,Never,Often,Sometimes,0.7923905310389605,0.3275,0.0276,0.1251,0.0157,42.96,44.13,12.91,0.35,0.65,0.0,1.0
Sometimes,Sometimes,Often,Sometimes,Sometimes,2.2613210182864396,0.3172,0.0182,0.0992,0.0181,32.43,51.5,16.07,0.05,0.95,0.0,0.1391
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1.8557299467533448,0.2498,0.0233,0.1838,0.0156,0.0,81.77,18.23,0.0,0.89,0.11,-0.3114
Always,Always,Often,Never,Never,3.8880213185261483,0.2957,0.0177,0.1032,0.0117,0.0,42.71,57.29,0.0,0.65,0.35,-1.0
Sometimes,Often,Sometimes,Rarely,Sometimes,2.4341090907858662,0.3338,0.0131,0.1783,0.0116,22.23,45.52,32.25,0.02,0.98,0.0,0.0455
Never,Sometimes,Sometimes,Often,Rarely,1.3980254883472751,0.3076,0.0299,0.0905,0.012,47.04,26.89,26.07,0.12,0.88,0.0,0.3495
Never,Rarely,Never,Often,Often,0.4563831395517335,0.4072,0.0267,0.1649,0.0155,50.32,49.68,0.0,0.35,0.65,0.0,1.0
Rarely,Rarely,Rarely,Sometimes,Often,0.6049873149397382,0.3304,0.0226,0.1544,0.0167,26.24,66.77,6.99,0.0,0.98,0.02,-0.0475
Rarely,Rarely,Sometimes,Often,Often,0.9012677198049404,0.3557,0.0273,0.1516,0.0169,14.28,81.89,3.83,0.35,0.65,0.0,1.0
Never,Rarely,Never,Sometimes,Often,1.003866645361192,0.3698,0.0249,0.1086,0.0149,22.31,41.19,36.5,0.12,0.88,0.0,0.3454
Often,Often,Always,Never,Rarely,3.4024642313645512,0.2417,0.0252,0.142,0.0186,6.93,36.99,56.08,0.0,0.91,0.09,-0.2531
Sometimes,Often,Sometimes,Never,Sometimes,2.2448911531300997,0.3301,0.0243,0.1224,0.0118,32.59,49.58,17.82,0.0,0.86,0.14,-0.3863
Rarely,Sometimes,Sometimes,Rarely,Sometimes,2.0935636454974658,0.2158,0.015,0.1469,0.0143,9.43,79.79,10.78,0.0,0.8,0.2,-0.5578
Sometimes,Never,Never,Always,Often,0.4590754874768699,0.325,0.0218,0.0855,0.012,56.83,43.17,0.0,0.0,0.9,0.1,-0.2856
Often,Always,Always,Never,Never,3.44055877339774,0.2788,0.0123,0.2018,0.0148,15.27,15.24,69.49,0.0,0.9,0.1,-0.2759
Often,Often,Often,Rarely,Never,2.891257212833935,0.3487,0.0264,0.1299,0.017,0.0,57.11,42.89,0.0,0.75,0.25,-0.7211
Rarely,Never,Never,Often,Often,0.27067344760000633,0.3173,0.0136,0.1047,0.0138,25.74,74.26,0.0,0.24,0.76,0.0,0.6915
Often,Always,Often,Rarely,Rarely,2.8313403889190747,0.3604,0.0227,0.0902,0.0147,22.64,62.24,15.12,0.11,0.89,0.0,0.3203
Often,Sometimes,Sometimes,Sometimes,Sometimes,2.1741528693705843,0.2876,0.0241,0.0683,0.0177,11.05,77.32,11.63,0.05,0.95,0.0,0.1466
Rarely,Never,Never,Always,Often,0.326901382987113,0.3223,0.0205,0.1074,0.0126,60.0,23.99,16.01,0.33,0.67,0.0,0.9547
Sometimes,Sometimes,Rarely,Sometimes,Sometimes,1.8332025661146258,0.3508,0.0134,0.1031,0.0113,16.07,36.08,47.85,0.0,0.98,0.02,-0.0478
Rarely,Sometimes,Sometimes,Sometimes,Sometimes,1.938785148520188,0.3832,0.0244,0.0784,0.0158,32.72,30.88,36.4,0.0,0.92,0.08,-0.2293
Never,Rarely,Rarely,Always,Always,0.663098160653103,0.3217,0.0175,0.1329,0.012,20.61,68.81,10.58,0.13,0.87,0.0,0.3776
Always,Always,Often,Never,Rarely,3.7827925880011293,0.312,0.025,0.1694,0.0152,21.32,23.86,54.82,0.0,0.68,0.32,-0.9236
Always,Always,Always,Rarely,Rarely,3.3999014859226477,0.3411,0.0224,0.1708,0.0192,10.96,50.99,38.05,0.0,0.65,0.35,-1.0
Sometimes,Sometimes,Often,Never,Rarely,2.6760893493164333,0.3337,0.0172,0.1493,0.0179,7.77,76.27,15.96,0.0,0.98,0.02,-0.0525
Sometimes,Often,Sometimes,Sometimes,Often,1.8491822440024288,0.2766,0.0148,0.0784,0.0116,32.88,49.69,17.43,0.0,0.98,0.02,-0.0625
Sometimes,Often,Often,Often,Often,1.647062166338034,0.2504,0.0126,0.1158,0.0187,53.72,31.79,14.49,0.26,0.74,0.0,0.7557
Often,Rarely,Often,Sometimes,Rarely,2.6038938686038167,0.3498,0.0224,0.0712,0.0176,0.0,64.58,35.42,0.0,0.98,0.02,-0.0658
Sometimes,Sometimes,Often,Rarely,Sometimes,2.181727477627622,0.2902,0.0261,0.1034,0.0166,25.17,63.66,11.18,0.03,0.97,0.0,0.0895
Never,Never,Never,Always,Always,0.24909242352754246,0.3365,0.013,0.1139,0.0115,35.09,64.91,0.0,0.34,0.66,0.0,0.9697
Sometimes,Sometimes,Rarely,Sometimes,Rarely,2.0500105950813268,0.2991,0.0145,0.1704,0.0155,44.41,53.77,1.82,0.0,1.0,0.0,-0.0092
Always,Often,Often,Never,Rarely,3.225614468931358,0.3293,0.0281,0.1386,0.0152,0.55,65.24,34.22,0.0,0.85,0.15,-0.4327
Sometimes,Rarely,Sometimes,Sometimes,Often,1.8369595103878322,0.3065,0.0136,0.1467,0.0103,7.43,67.6,24.97,0.0,0.93,0.07,-0.2104
Never,Never,Never,Always,Often,0.20782631021707365,0.2676,0.0139,0.1162,0.019,38.33,61.67,0.0,0.24,0.76,0.0,0.6972
Always,Always,Often,Never,Sometimes,3.1451127975361324,0.3385,0.0151,0.1517,0.0147,0.0,47.42,52.58,0.0,0.76,0.24,-0.6871
Never,Rarely,Rarely,Always,Always,0.8054551285438976,0.3114,0.0188,0.1018,0.0184,35.99,42.44,21.57,0.18,0.82,0.0,0.5096
Never,Rarely,Rarely,Often,Always,1.034483339552155,0.3445,0.0299,0.0677,0.0138,51.14,48.86,0.0,0.35,0.65,0.0,1.0
Rarely,Rarely,Rarely,Always,Often,0.6588254137291836,0.3097,0.0138,0.1608,0.018,41.33,58.67,0.0,0.3,0.7,0.0,0.8663
Sometimes,Rarely,Rarely,Often,Rarely,1.3208602594859902,0.289,0.0135,0.1449,0.0142,26.48,73.52,0.0,0.24,0.76,0.0,0.6745
Always,Sometimes,Always,Rarely,Rarely,3.02700602275454,0.2612,0.0229,0.0893,0.015,17.04,39.45,43.51,0.01,0.99,0.0,0.0214
Sometimes,Sometimes,Rarely,Sometimes,Sometimes,2.0775434380157494,0.301,0.023,0.1322,0.0122,7.79,64.53,27.68,0.01,0.99,0.0,0.0145
Never,Rarely,Sometimes,Always,Always,0.8195250966028502,0.278,0.0225,0.1781,0.0159,51.08,48.92,0.0,0.11,0.89,0.0,0.3118
Often,Often,Often,Never,Never,3.5113203126081634,0.3411,0.0248,0.086,0.0141,6.67,57.59,35.75,0.0,1.0,0.0,0.0137
Often,Always,Always,Never,Never,3.5183274198061167,0.3065,0.0155,0.121,0.0187,0.0,35.4,64.6,0.0,0.85,0.15,-0.4263
Often,Often,Always,Rarely,Rarely,3.4823137001840276,0.2622,0.0122,0.1627,0.0164,5.64,71.0,23.36,0.0,0.65,0.35,-1.0
Rarely,Rarely,Rarely,Often,Always,0.9551848455261571,0.3508,0.0197,0.1643,0.0179,30.78,45.76,23.45,0.17,0.83,0.0,0.4807
Rarely,Rarely,Often,Sometimes,Sometimes,1.8049573767239524,0.366,0.026,0.0657,0.0103,16.93,63.81,19.26,0.13,0.87,0.0,0.3798
Always,Often,Often,Rarely,Never,3.9399586245635003,0.2684,0.0293,0.1618,0.0145,0.0,74.62,25.38,0.0,0.65,0.35,-1.0
Often,Often,Sometimes,Never,Sometimes,3.0880499052399615,0.3462,0.0218,0.1601,0.018,0.0,64.73,35.27,0.0,0.84,0.16,-0.4631
Never,Never,Rarely,Always,Always,0.10866968490223927,0.2895,0.0198,0.1068,0.0138,23.8,75.4,0.8,0.29,0.71,0.0,0.8394
Never,Rarely,Rarely,Always,Always,0.2608183650419682,0.3417,0.012,0.1039,0.0139,58.87,41.13,0.0,0.35,0.65,0.0,1.0
Sometimes,Rarely,Sometimes,Rarely,Often,1.855725507249331,0.2686,0.0234,0.1532,0.0195,21.78,51.23,26.99,0.0,0.94,0.06,-0.1747
Often,Often,Often,Never,Rarely,3.6368808234462406,0.293,0.0285,0.11,0.0187,0.0,61.6,38.4,0.0,0.72,0.28,-0.8109
Sometimes,Sometimes,Often,Sometimes,Sometimes,2.154807191810857,0.3039,0.0196,0.1246,0.0123,15.52,50.3,34.17,0.04,0.96,0.0,0.1115
Rarely,Sometimes,Sometimes,Sometimes,Sometimes,1.991250032137161,0.2206,0.0233,0.159,0.0127,30.02,28.99,40.99,0.21,0.79,0.0,0.5983
Rarely,Never,Never,Often,Always,0.42189479982652234,0.2211,0.0176,0.1767,0.0153,34.21,47.7,18.1,0.23,0.77,0.0,0.6466
Sometimes,Often,Often,Never,Rarely,2.627120418897176,0.2675,0.0189,0.098,0.0158,0.0,58.5,41.5,0.06,0.94,0.0,0.1787
Always,Always,Often,Never,Never,3.288412642400902,0.2742,0.0248,0.1418,0.0135,26.16,17.26,56.58,0.0,0.65,0.35,-1.0
Rarely,Rarely,Rarely,Often,Rarely,1.5216800300302493,0.2429,0.0224,0.1582,0.0188,51.66,33.38,14.95,0.06,0.94,0.0,0.1845
Often,Often,Sometimes,Rarely,Rarely,3.10244740370131,0.2792,0.0126,0.0982,0.0122,0.0,52.56,47.44,0.0,0.96,0.04,-0.1159
Often,Always,Always,Never,Never,3.8579066156032464,0.2788,0.0135,0.0981,0.0138,0.0,35.99,64.01,0.0,0.65,0.35,-1.0
Never,Never,Sometimes,Always,Often,0.8150658365107564,0.3572,0.0287,0.1108,0.0156,50.81,8.04,41.15,0.32,0.68,0.0,0.9149
Sometimes,Rarely,Sometimes,Rarely,Sometimes,2.093318524778965,0.376,0.0256,0.165,0.0172,25.24,37.22,37.54,0.0,0.72,0.28,-0.7965
Never,Sometimes,Never,Sometimes,Always,1.1485518323383022,0.2711,0.0283,0.0936,0.0126,42.37,47.55,10.08,0.1,0.9,0.0,0.2898
Often,Often,Often,Rarely,Rarely,3.1714176761353574,0.3721,0.0207,0.1204,0.0113,5.71,51.31,42.99,0.0,0.96,0.04,-0.1121
Rarely,Sometimes,Often,Rarely,Sometimes,2.31037346352463,0.2815,0.0123,0.0972,0.0164,30.5,55.26,14.25,0.0,0.99,0.01,-0.0147
Often,Sometimes,Often,Rarely,Rarely,2.538329670201215,0.2909,0.0153,0.168,0.0189,16.58,38.32,45.1,0.0,1.0,0.0,-0.0069
Always,Often,Sometimes,Rarely,Rarely,3.1916566384635763,0.2318,0.0262,0.103,0.0104,0.0,49.09,50.91,0.06,0.94,0.0,0.1627
Rarely,Sometimes,Sometimes,Often,Sometimes,1.5838818906498195,0.2993,0.0247,0.11,0.0199,25.22,19.92,54.86,0.07,0.93,0.0,0.1892
Often,Often,Always,Never,Rarely,3.660360273628173,0.2654,0.0264,0.0931,0.0179,11.87,51.21,36.92,0.0,0.81,0.19,-0.5355
Sometimes,Often,Sometimes,Rarely,Sometimes,2.13211546898456,0.3106,0.0295,0.1046,0.0173,0.0,100.0,0.0,0.0,0.99,0.01,-0.0355
Sometimes,Rarely,Never,Often,Always,0.631819291341392,0.3453,0.0146,0.0821,0.0175,34.08,53.37,12.55,0.06,0.94,0.0,0.1589
Sometimes,Often,Often,Rarely,Rarely,2.78359647267521,0.2741,0.0123,0.1704,0.0115,18.34,60.26,21.4,0.0,0.65,0.35,-1.0
Often,Often,Often,Never,Rarely,3.1730454017530176,0.2933,0.0267,0.1613,0.0131,8.26,51.21,40.53,0.0,0.79,0.21,-0.5885
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1.2670467082701067,0.3486,0.0238,0.091,0.0124,38.67,56.13,5.2,0.16,0.84,0.0,0.4512
Often,Always,Often,Rarely,Never,3.428717027995012,0.2775,0.0131,0.1411,0.0136,0.0,71.25,28.75,0.0,0.74,0.26,-0.7506
Always,Often,Often,Never,Sometimes,3.6245730190630656,0.3899,0.0228,0.1099,0.0196,20.92,35.06,44.02,0.0,0.98,0.02,-0.0489
Never,Rarely,Rarely,Often,Sometimes,1.1076179495112357,0.2825,0.0262,0.1377,0.0185,9.56,74.72,15.72,0.31,0.69,0.0,0.8744
Often,Often,Always,Never,Rarely,3.9340858908608882,0.2661,0.0276,0.1298,0.011,7.88,41.54,50.59,0.0,0.77,0.23,-0.6694
Never,Never,Never,Often,Often,0.5628461121950337,0.3573,0.0299,0.1173,0.0157,41.16,49.83,9.02,0.06,0.94,0.0,0.1646
Rarely,Never,Never,Often,Often,0.8080626736099599,0.3068,0.0131,0.117,0.0152,44.22,52.1,3.68,0.14,0.86,0.0,0.3951
Rarely,Rarely,Sometimes,Often,Often,0.7368993569521045,0.3512,0.0246,0.0862,0.0142,51.89,14.2,33.91,0.18,0.82,0.0,0.5253
Always,Always,Always,Rarely,Never,3.5759588400314817,0.3031,0.022,0.157,0.0122,4.64,70.13,25.23,0.0,0.65,0.35,-1.0
Sometimes,Often,Always,Sometimes,Never,2.6171702092998474,0.2492,0.0257,0.1025,0.0171,0.0,90.44,9.56,0.0,0.91,0.09,-0.2666
Never,Never,Rarely,Often,Always,0.6084171328890915,0.3327,0.0162,0.1014,0.0154,7.92,63.49,28.59,0.11,0.89,0.0,0.317
Sometimes,Sometimes,Sometimes,Always,Sometimes,1.761293673473396,0.3396,0.0229,0.1415,0.0156,12.89,53.82,33.3,0.01,0.99,0.0,0.0357
Often,Sometimes,Often,Sometimes,Rarely,2.461192100279208,0.2834,0.0283,0.1521,0.0184,13.54,69.06,17.4,0.01,0.99,0.0,0.0203
Rarely,Never,Never,Often,Often,0.33385633995753317,0.2976,0.0183,0.1151,0.0183,16.01,83.99,0.0,0.26,0.74,0.0,0.7432
Often,Often,Often,Rarely,Never,3.529665473629355,0.1851,0.0196,0.2657,0.0121,6.7,47.93,45.37,0.0,0.65,0.35,-1.0
Often,Always,Often,Never,Never,3.2144141417661407,0.2919,0.0149,0.1154,0.0161,0.0,48.23,51.77,0.0,0.65,0.35,-1.0
Sometimes,Often,Sometimes,Often,Often,2.020827094306553,0.3143,0.0156,0.1441,0.0143,34.64,32.48,32.88,0.06,0.94,0.0,0.166
Often,Always,Always,Never,Rarely,3.8685064610366817,0.261,0.0157,0.1594,0.0125,2.4,42.81,54.8,0.0,0.67,0.33,-0.9287
Rarely,Sometimes,Rarely,Sometimes,Sometimes,1.6710439171003988,0.3024,0.0264,0.1292,0.0189,22.66,21.19,56.15,0.07,0.93,0.0,0.1905
Always,Always,Always,Never,Never,3.9364412761459913,0.3063,0.0176,0.1294,0.0114,2.19,26.22,71.59,0.0,0.75,0.25,-0.7258
Sometimes,Often,Often,Rarely,Rarely,2.6716799952145083,0.3394,0.0176,0.1682,0.0132,31.2,61.56,7.24,0.0,0.97,0.03,-0.0835
Often,Often,Often,Rarely,Sometimes,2.538685093015766,0.3285,0.0259,0.1602,0.0121,0.0,51.87,48.13,0.0,0.88,0.12,-0.3554
Rarely,Never,Sometimes,Always,Always,0.66381958118314,0.3322,0.0157,0.1265,0.011,11.66,78.46,9.88,0.21,0.79,0.0,0.6077
Sometimes,Often,Always,Rarely,Never,3.527711033218576,0.3009,0.0166,0.1749,0.0166,0.0,46.44,53.56,0.0,0.77,0.23,-0.6628
Rarely,Sometimes,Sometimes,Sometimes,Often,1.7099587516824606,0.2699,0.023,0.0749,0.0175,15.9,68.16,15.94,0.0,1.0,0.0,0.0098
Rarely,Rarely,Never,Often,Often,0.6489336231299174,0.2874,0.0265,0.1134,0.0139,17.34,72.17,10.48,0.17,0.83,0.0,0.4964
Never,Never,Never,Always,Always,0.05043007990303616,0.2656,0.0124,0.0676,0.0121,15.72,82.76,1.52,0.24,0.76,0.0,0.6923
Sometimes,Often,Sometimes,Rarely,Rarely,2.2390227345535303,0.2683,0.0191,0.176,0.0179,27.57,46.22,26.22,0.2,0.8,0.0,0.5813
Sometimes,Sometimes,Sometimes,Often,Rarely,2.1095984884907053,0.3389,0.0121,0.15,0.0118,14.64,33.65,51.71,0.0,0.77,0.23,-0.6702
Often,Often,Often,Rarely,Never,2.8774144894766343,0.348,0.0265,0.1486,0.0113,0.0,68.93,31.07,0.0,0.69,0.31,-0.8929
Often,Often,Often,Rarely,Never,3.5610322120712086,0.2945,0.0249,0.0737,0.017,5.1,50.48,44.43,0.0,0.82,0.18,-0.5021
Never,Never,Rarely,Always,Often,0.3176263385721181,0.3144,0.0196,0.099,0.0118,20.35,63.51,16.14,0.33,0.67,0.0,0.9487
Often,Sometimes,Sometimes,Never,Rarely,2.9259859613614494,0.2797,0.0105,0.0984,0.0173,5.25,47.71,47.04,0.0,0.91,0.09,-0.2509
Rarely,Rarely,Sometimes,Often,Often,0.7496477763903289,0.3181,0.0215,0.0719,0.0149,28.22,56.39,15.39,0.27,0.73,0.0,0.7761
Often,Often,Always,Rarely,Rarely,3.432708212628656,0.2757,0.0201,0.1495,0.0148,28.34,25.93,45.73,0.0,0.65,0.35,-1.0
Often,Often,Often,Never,Never,3.2762540554466244,0.2684,0.0269,0.1617,0.0162,15.27,60.69,24.04,0.0,0.66,0.34,-0.9711
Often,Sometimes,Often,Rarely,Sometimes,2.1631750199421775,0.3233,0.0194,0.0535,0.0111,47.67,6.72,45.61,0.07,0.93,0.0,0.1895
Often,Sometimes,Often,Sometimes,Never,2.840971194493246,0.312,0.0216,0.0699,0.0107,0.0,71.55,28.45,0.0,0.95,0.05,-0.152
Rarely,Rarely,Sometimes,Sometimes,Often,1.2574004527349936,0.3105,0.0299,0.0993,0.0139,10.38,89.62,0.0,0.01,0.99,0.0,0.0201
